date,home_team,away_team,home_score,away_score,tournament,neutral
2020-06-07,Belgium,Senegal,2,2,Copa America,0
2020-06-07,Qatar,Tunisia,0,1,AFC Asian Cup,1
2020-06-07,Switzerland,Spain,1,0,Africa Cup of Nations,1
2020-06-07,Tunisia,Costa Rica,1,0,Nations League,1
2020-06-07,Switzerland,Uruguay,0,1,UEFA Euro,0
2020-07-02,Ghana,Portugal,1,3,Friendly,1
2020-07-02,Colombia,Chile,2,0,AFC Asian Cup,1
2020-07-02,Qatar,Brazil,0,1,World Cup Qualification,0
2020-07-02,Ukraine,Morocco,2,0,Nations League,1
2020-07-02,Japan,Italy,2,0,Nations League,1
2020-07-02,Turkey,Ghana,4,3,AFC Asian Cup,1
2020-07-02,Belgium,Nigeria,1,0,Africa Cup of Nations,0
2020-07-02,Tunisia,Ecuador,0,1,Friendly,1
2020-07-02,Denmark,Costa Rica,1,0,AFC Asian Cup,1
2020-07-02,Wales,Ghana,3,2,Copa America,1
2020-07-02,Costa Rica,Spain,0,1,Africa Cup of Nations,0
2020-07-02,Ecuador,Wales,2,0,Africa Cup of Nations,0
2020-07-02,Chile,Ukraine,1,0,Copa America,0
2020-07-02,Iraq,Jamaica,1,0,UEFA Euro,0
2020-07-18,Ghana,France,0,3,Copa America,1
2020-07-18,Nigeria,Uruguay,1,1,Africa Cup of Nations,0
2020-07-18,Germany,USA,0,0,Copa America,1
2020-07-18,Qatar,Uzbekistan,0,2,Nations League,1
2020-07-18,Chile,Brazil,0,2,World Cup Qualification,1
2020-07-18,Australia,Denmark,2,0,Friendly,0
2020-07-18,Wales,Morocco,3,0,Friendly,1
2020-07-18,Chile,Saudi Arabia,3,0,Copa America,1
2020-07-18,Croatia,Switzerland,1,1,World Cup Qualification,1
2020-07-18,Cameroon,Canada,0,0,Africa Cup of Nations,1
2020-07-18,Nigeria,South Africa,3,0,UEFA Euro,0
2020-07-18,South Africa,Cameroon,0,0,UEFA Euro,1
2020-07-18,New Zealand,Costa Rica,0,0,Copa America,1
2020-07-18,Australia,Belgium,1,0,Copa America,1
2020-07-18,Brazil,Italy,1,0,Africa Cup of Nations,1
2020-07-18,Italy,Jamaica,1,0,Friendly,1
2020-07-18,Algeria,Switzerland,1,2,AFC Asian Cup,0
2020-07-18,Croatia,Qatar,0,0,Nations League,0
2020-07-18,Poland,USA,0,2,AFC Asian Cup,1
2020-07-18,Tunisia,Peru,4,0,Copa America,1
2020-07-18,South Africa,Netherlands,0,0,Africa Cup of Nations,0
2020-07-18,Germany,Egypt,2,2,Copa America,0
2020-08-05,Switzerland,Iraq,3,4,AFC Asian Cup,0
2020-08-05,Egypt,South Korea,0,0,AFC Asian Cup,1
2020-08-05,Chile,Cameroon,1,1,World Cup Qualification,1
2020-08-05,Sweden,Australia,1,0,Nations League,1
2020-08-05,Cameroon,Argentina,0,2,AFC Asian Cup,1
2020-08-05,Poland,Brazil,1,3,UEFA Euro,0
2020-08-05,Jamaica,Morocco,4,0,Nations League,1
2020-08-05,Cameroon,Italy,0,2,UEFA Euro,1
2020-08-05,Mexico,Ukraine,0,3,UEFA Euro,1
2020-08-05,Belgium,Austria,2,0,Nations League,0
2020-08-05,Switzerland,Ukraine,2,3,Copa America,0
2020-08-05,Senegal,South Africa,1,0,AFC Asian Cup,1
2020-08-05,Costa Rica,Uruguay,1,3,UEFA Euro,1
2020-08-05,Australia,South Africa,0,0,Copa America,1
2020-08-05,Italy,Nigeria,0,0,AFC Asian Cup,0
2020-08-05,Jamaica,Tunisia,1,0,Friendly,1
2020-08-05,Qatar,Australia,0,0,World Cup Qualification,0
2020-08-05,Canada,Croatia,0,3,Nations League,1
2020-08-05,Italy,Iran,0,3,Copa America,0
2020-08-05,England,Spain,0,0,AFC Asian Cup,0
2020-08-05,South Africa,Senegal,0,2,AFC Asian Cup,1
2020-08-05,South Korea,Egypt,2,0,World Cup Qualification,0
2020-08-05,Nigeria,Morocco,3,2,Africa Cup of Nations,1
2020-08-05,Qatar,France,1,0,Copa America,1
2020-08-05,Turkey,Tunisia,0,0,AFC Asian Cup,1
2020-08-20,Jamaica,Canada,0,2,Copa America,1
2020-08-20,Jamaica,South Africa,0,0,Friendly,1
2020-08-20,Nigeria,Ukraine,3,1,AFC Asian Cup,0
2020-08-20,Senegal,Belgium,2,1,Copa America,0
2020-08-20,Egypt,Uzbekistan,3,2,Africa Cup of Nations,0
2020-08-20,Costa Rica,Italy,0,1,UEFA Euro,1
2020-08-20,Chile,Peru,0,1,UEFA Euro,1
2020-08-20,Uruguay,Poland,0,0,Copa America,0
2020-08-20,New Zealand,Iraq,2,3,Copa America,1
2020-08-20,England,Austria,3,0,AFC Asian Cup,0
2020-08-20,Ukraine,Belgium,2,0,Africa Cup of Nations,0
2020-08-20,Brazil,Algeria,3,0,Nations League,0
2020-08-20,USA,Netherlands,3,0,Copa America,0
2020-08-20,Sweden,Germany,0,2,Africa Cup of Nations,0
2020-08-20,Egypt,Nigeria,1,0,Nations League,0
2020-08-20,Costa Rica,Japan,2,0,AFC Asian Cup,0
2020-08-20,Iraq,Australia,2,3,Africa Cup of Nations,0
2020-09-12,Tunisia,Saudi Arabia,5,1,AFC Asian Cup,1
2020-09-12,Algeria,Ecuador,3,0,World Cup Qualification,0
2020-09-12,Belgium,Iraq,1,1,Africa Cup of Nations,0
2020-09-12,Ecuador,Netherlands,0,2,Africa Cup of Nations,1
2020-09-12,New Zealand,Denmark,0,0,Friendly,0
2020-09-12,Colombia,Chile,3,0,Copa America,1
2020-09-12,Denmark,Turkey,0,3,Copa America,0
2020-09-12,Tunisia,Croatia,2,0,Nations League,1
2020-09-12,Belgium,France,2,0,AFC Asian Cup,0
2020-09-12,USA,Mexico,0,0,Nations League,1
2020-09-12,Costa Rica,Germany,1,2,World Cup Qualification,0
2020-09-12,Germany,Denmark,2,0,Copa America,0
2020-09-12,Iran,New Zealand,1,0,Africa Cup of Nations,0
2020-09-12,New Zealand,Nigeria,2,0,Friendly,1
2020-09-12,Cameroon,USA,1,1,Nations League,0
2020-09-12,France,Wales,1,0,Friendly,0
2020-09-12,Wales,Qatar,2,1,Friendly,0
2020-09-12,Saudi Arabia,Italy,1,0,Nations League,0
2020-09-12,South Korea,Ukraine,0,0,Africa Cup of Nations,1
2020-09-12,Panama,Iran,0,3,Africa Cup of Nations,1
2020-10-02,Uruguay,Cameroon,2,0,World Cup Qualification,0
2020-10-02,Spain,Brazil,1,0,World Cup Qualification,1
2020-10-02,Nigeria,Germany,0,0,UEFA Euro,0
2020-10-02,Netherlands,Senegal,1,0,World Cup Qualification,1
2020-10-02,Tunisia,Denmark,2,0,Friendly,1
2020-10-02,Denmark,Belgium,0,0,AFC Asian Cup,1
2020-10-02,New Zealand,Ecuador,2,2,World Cup Qualification,1
2020-10-02,Egypt,Belgium,1,0,Friendly,1
2020-10-02,South Africa,France,2,1,Copa America,1
2020-10-02,Belgium,USA,0,2,UEFA Euro,0
2020-10-02,Argentina,Peru,1,1,AFC Asian Cup,0
2020-10-02,New Zealand,Argentina,0,2,Copa America,1
2020-10-02,Poland,Belgium,0,1,World Cup Qualification,1
2020-10-02,Japan,Costa Rica,3,1,Friendly,0
2020-10-02,Algeria,Egypt,1,1,Africa Cup of Nations,0
2020-10-02,Senegal,Panama,1,0,World Cup Qualification,1
2020-10-02,Wales,Argentina,0,3,UEFA Euro,1
2020-10-02,USA,Algeria,2,0,Friendly,1
2020-10-02,Spain,Belgium,2,2,Africa Cup of Nations,1
2020-10-02,France,Saudi Arabia,2,0,World Cup Qualification,0
2020-10-02,Tunisia,Nigeria,2,2,UEFA Euro,0
2020-10-02,Senegal,Portugal,0,1,AFC Asian Cup,0
2020-10-24,Ecuador,Cameroon,3,2,AFC Asian Cup,0
2020-10-24,Jamaica,Mexico,2,0,Friendly,0
2020-10-24,Qatar,Belgium,3,0,AFC Asian Cup,0
2020-10-24,Japan,Saudi Arabia,1,0,Copa America,1
2020-10-24,Canada,Austria,1,2,AFC Asian Cup,1
2020-10-24,Poland,Ecuador,3,3,Nations League,1
2020-10-24,Germany,Tunisia,2,2,UEFA Euro,0
2020-10-24,Poland,New Zealand,0,1,Friendly,1
2020-10-24,Australia,Saudi Arabia,3,1,World Cup Qualification,1
2020-10-24,Saudi Arabia,South Africa,1,0,World Cup Qualification,0
2020-10-24,Ukraine,Algeria,0,3,Copa America,0
2020-10-24,Turkey,Morocco,1,1,Nations League,0
2020-10-24,Egypt,Uruguay,0,0,Africa Cup of Nations,0
2020-10-24,Australia,Colombia,2,0,UEFA Euro,0
2020-10-24,Cameroon,Iraq,2,2,Nations League,1
2020-10-24,Argentina,Japan,4,0,Copa America,0
2020-10-24,Denmark,Peru,0,1,Friendly,0
2020-11-17,Jamaica,Iraq,1,2,World Cup Qualification,0
2020-11-17,Saudi Arabia,Belgium,0,1,World Cup Qualification,1
2020-11-17,Mexico,Saudi Arabia,0,0,World Cup Qualification,0
2020-11-17,Iraq,Ghana,4,0,Nations League,1
2020-11-17,Poland,Iran,0,0,AFC Asian Cup,0
2020-11-17,Tunisia,South Africa,2,0,AFC Asian Cup,1
2020-11-17,Denmark,Japan,2,3,Nations League,1
2020-11-17,Egypt,Spain,0,0,AFC Asian Cup,0
2020-11-17,Jamaica,Algeria,0,1,Nations League,1
2020-11-17,Switzerland,Iraq,0,1,AFC Asian Cup,0
2020-11-17,Germany,South Korea,2,1,Friendly,0
2020-11-17,USA,Uruguay,2,1,UEFA Euro,1
2020-11-17,Nigeria,Costa Rica,1,0,UEFA Euro,1
2020-11-17,Uruguay,Saudi Arabia,1,0,Copa America,1
2020-11-17,Iran,Saudi Arabia,0,0,World Cup Qualification,1
2020-11-17,Netherlands,Brazil,1,0,AFC Asian Cup,1
2020-11-17,Sweden,USA,0,4,Friendly,0
2020-11-17,Turkey,South Korea,1,2,Copa America,0
2020-11-17,Germany,Belgium,0,0,Friendly,0
2020-11-17,Panama,Egypt,0,0,UEFA Euro,1
2020-11-17,Iran,Jamaica,1,0,Nations League,0
2020-11-17,Uzbekistan,Ghana,0,3,Friendly,1
2020-11-17,Poland,Argentina,2,2,Africa Cup of Nations,0
2020-12-09,South Korea,Italy,0,3,AFC Asian Cup,0
2020-12-09,Turkey,Sweden,1,1,AFC Asian Cup,1
2020-12-09,Australia,Argentina,0,0,Friendly,1
2020-12-09,Uruguay,Jamaica,0,0,Friendly,0
2020-12-09,Portugal,Costa Rica,0,0,Africa Cup of Nations,0
2020-12-09,Ukraine,Germany,1,1,Copa America,0
2020-12-09,Germany,Iraq,1,3,AFC Asian Cup,1
2020-12-09,Cameroon,Australia,0,1,Copa America,1
2020-12-09,Brazil,Saudi Arabia,1,1,Africa Cup of Nations,1
2020-12-09,Costa Rica,Peru,2,3,Friendly,1
2020-12-09,Ecuador,Germany,2,0,Friendly,0
2020-12-09,Costa Rica,Panama,0,3,World Cup Qualification,1
2020-12-09,Nigeria,Wales,0,0,Nations League,1
2020-12-09,Mexico,Senegal,0,0,Africa Cup of Nations,0
2020-12-09,Croatia,Wales,0,0,Africa Cup of Nations,1
2020-12-09,Netherlands,Ghana,0,0,Copa America,0
2020-12-09,New Zealand,Mexico,0,0,Copa America,1
2020-12-09,Brazil,Egypt,3,0,World Cup Qualification,1
2020-12-09,Netherlands,Qatar,0,1,UEFA Euro,1
2020-12-09,Canada,Croatia,1,1,UEFA Euro,0
2020-12-09,Denmark,Portugal,2,2,Copa America,0
2020-12-09,Austria,Poland,1,0,UEFA Euro,0
2020-12-09,Uzbekistan,USA,0,2,Friendly,0
2020-12-24,Germany,Senegal,3,2,Copa America,0
2020-12-24,Ecuador,Costa Rica,3,2,Nations League,0
2020-12-24,Croatia,Argentina,1,1,UEFA Euro,0
2020-12-24,France,Brazil,2,0,Friendly,0
2020-12-24,Portugal,Ecuador,3,0,Friendly,0
2020-12-24,Wales,Uruguay,0,0,UEFA Euro,0
2020-12-24,Jamaica,Australia,0,0,World Cup Qualification,1
2020-12-24,Switzerland,Portugal,1,2,Africa Cup of Nations,0
2020-12-24,Jamaica,Germany,2,1,Africa Cup of Nations,1
2020-12-24,Egypt,South Africa,3,2,World Cup Qualification,0
2020-12-24,USA,Italy,2,0,Friendly,1
2020-12-24,Iraq,Tunisia,0,0,Copa America,1
2021-01-17,Argentina,Canada,3,0,UEFA Euro,1
2021-01-17,Italy,Tunisia,2,1,Copa America,1
2021-01-17,Tunisia,Ecuador,1,0,World Cup Qualification,1
2021-01-17,USA,Japan,2,0,UEFA Euro,0
2021-01-17,Ghana,Saudi Arabia,0,3,Africa Cup of Nations,0
2021-01-17,Poland,Australia,3,0,Copa America,1
2021-01-17,Morocco,Germany,0,0,AFC Asian Cup,1
2021-01-17,Saudi Arabia,Croatia,2,1,Nations League,0
2021-01-17,Brazil,Japan,1,0,Friendly,0
2021-01-17,Colombia,Egypt,0,0,Copa America,1
2021-01-17,New Zealand,Algeria,0,1,Nations League,0
2021-01-17,Costa Rica,Qatar,1,4,UEFA Euro,1
2021-01-17,Turkey,Chile,0,0,Copa America,1
2021-01-17,Wales,Germany,1,0,Africa Cup of Nations,1
2021-01-17,Canada,Jamaica,1,0,Friendly,1
2021-01-17,Turkey,Poland,0,0,World Cup Qualification,1
2021-01-17,Mexico,Uruguay,0,2,Copa America,1
2021-01-17,Netherlands,Colombia,0,0,AFC Asian Cup,0
2021-01-17,Peru,Jamaica,0,0,World Cup Qualification,1
2021-01-17,Jamaica,Portugal,0,2,Copa America,0
2021-02-08,Morocco,Senegal,3,0,Copa America,1
2021-02-08,Australia,Austria,0,0,UEFA Euro,1
2021-02-08,Brazil,Algeria,0,0,Nations League,0
2021-02-08,Mexico,Peru,3,0,UEFA Euro,0
2021-02-08,Egypt,Chile,0,0,UEFA Euro,0
2021-02-08,Portugal,Ghana,0,2,UEFA Euro,1
2021-02-08,Ukraine,Italy,1,0,Copa America,0
2021-02-08,Turkey,Iraq,1,1,Copa America,1
2021-02-08,New Zealand,Netherlands,0,0,UEFA Euro,0
2021-02-08,Austria,Nigeria,3,0,Nations League,1
2021-02-08,Algeria,Sweden,3,0,Copa America,0
2021-02-08,Italy,Canada,1,2,AFC Asian Cup,1
2021-02-08,USA,Sweden,0,0,Nations League,0
2021-03-03,Turkey,Panama,0,0,UEFA Euro,0
2021-03-03,England,Morocco,2,2,Copa America,1
2021-03-03,Saudi Arabia,Denmark,2,0,UEFA Euro,1
2021-03-03,Germany,Egypt,2,1,Africa Cup of Nations,1
2021-03-03,Spain,Peru,1,1,Nations League,1
2021-03-03,Japan,Panama,2,0,Africa Cup of Nations,1
2021-03-03,France,USA,0,2,AFC Asian Cup,1
2021-03-03,Canada,South Africa,0,0,Africa Cup of Nations,1
2021-03-03,Iraq,Croatia,1,1,Friendly,1
2021-03-03,Uzbekistan,Wales,1,1,Friendly,0
2021-03-03,USA,Argentina,0,2,AFC Asian Cup,1
2021-03-15,Portugal,South Africa,0,2,UEFA Euro,1
2021-03-15,Ghana,Qatar,2,0,Africa Cup of Nations,1
2021-03-15,Sweden,Uruguay,0,0,AFC Asian Cup,0
2021-03-15,Mexico,Portugal,0,3,Copa America,0
2021-03-15,Mexico,Iran,3,0,UEFA Euro,1
2021-03-15,Australia,Austria,0,1,AFC Asian Cup,1
2021-03-15,Cameroon,Argentina,0,1,Friendly,1
2021-03-15,Ukraine,Nigeria,0,1,Copa America,0
2021-03-15,Mexico,Peru,2,2,World Cup Qualification,1
2021-03-15,Uruguay,Croatia,2,0,Nations League,0
2021-03-15,Germany,Iran,2,0,World Cup Qualification,1
2021-04-09,South Korea,Belgium,1,1,World Cup Qualification,1
2021-04-09,Jamaica,Nigeria,3,0,UEFA Euro,0
2021-04-09,Egypt,Qatar,0,0,Africa Cup of Nations,0
2021-04-09,Algeria,USA,0,0,Copa America,1
2021-04-09,Italy,Wales,3,1,UEFA Euro,0
2021-04-09,Costa Rica,Portugal,3,1,World Cup Qualification,1
2021-04-09,Denmark,Ecuador,4,2,World Cup Qualification,0
2021-04-09,Germany,Australia,2,1,Nations League,0
2021-04-09,Iran,Tunisia,3,0,Copa America,1
2021-04-09,Algeria,Argentina,1,0,AFC Asian Cup,0
2021-04-19,Nigeria,Ecuador,0,0,World Cup Qualification,1
2021-04-19,Croatia,Wales,0,0,Friendly,0
2021-04-19,USA,Belgium,2,2,Africa Cup of Nations,0
2021-04-19,Egypt,Uzbekistan,1,1,Copa America,1
2021-04-19,Tunisia,USA,0,2,Friendly,1
2021-04-19,Algeria,Canada,1,0,Nations League,1
2021-04-19,Uruguay,Morocco,0,3,Friendly,0
2021-04-19,Sweden,Tunisia,0,1,Copa America,0
2021-04-19,Australia,New Zealand,1,0,Copa America,1
2021-04-19,Canada,South Korea,0,0,Africa Cup of Nations,0
2021-04-19,Iraq,Morocco,0,3,Friendly,0
2021-05-04,England,Morocco,1,0,UEFA Euro,1
2021-05-04,Brazil,Portugal,0,0,Nations League,0
2021-05-04,USA,Australia,0,0,AFC Asian Cup,1
2021-05-04,Canada,Costa Rica,0,1,Friendly,1
2021-05-04,Uruguay,Germany,2,2,Africa Cup of Nations,0
2021-05-04,Australia,Panama,3,5,World Cup Qualification,1
2021-05-04,Egypt,South Africa,2,1,Nations League,0
2021-05-04,Poland,Senegal,0,1,AFC Asian Cup,1
2021-05-04,Mexico,Egypt,2,0,Copa America,1
2021-05-04,Iraq,Germany,0,3,World Cup Qualification,1
2021-05-04,Canada,Croatia,3,2,World Cup Qualification,0
2021-05-04,South Korea,Ghana,2,0,Copa America,0
2021-05-04,Austria,Algeria,1,0,Nations League,0
2021-05-04,Jamaica,Brazil,0,2,Nations League,0
2021-05-04,Ecuador,Egypt,1,0,World Cup Qualification,1
2021-05-04,New Zealand,Switzerland,2,2,UEFA Euro,0
2021-05-04,Tunisia,Uruguay,0,1,Nations League,0
2021-05-04,Ghana,USA,0,0,World Cup Qualification,0
2021-05-04,Chile,Colombia,3,0,Copa America,0
2021-05-04,Netherlands,Qatar,2,0,UEFA Euro,1
2021-05-04,Colombia,Japan,0,2,World Cup Qualification,1
2021-05-04,Ukraine,Chile,2,0,Friendly,1
2021-05-04,Jamaica,Ecuador,2,3,AFC Asian Cup,0
2021-05-04,Peru,USA,0,3,AFC Asian Cup,0
2021-05-04,Sweden,South Korea,3,2,Copa America,0
2021-05-29,Qatar,Algeria,1,0,UEFA Euro,0
2021-05-29,Germany,Italy,2,0,AFC Asian Cup,0
2021-05-29,Germany,Ghana,1,0,AFC Asian Cup,0
2021-05-29,Turkey,Croatia,0,3,Friendly,0
2021-05-29,New Zealand,Peru,0,1,Africa Cup of Nations,0
2021-05-29,Costa Rica,South Africa,0,0,AFC Asian Cup,1
2021-05-29,England,Panama,2,0,Africa Cup of Nations,0
2021-05-29,Algeria,Italy,2,3,Friendly,0
2021-05-29,Morocco,France,0,3,Friendly,0
2021-05-29,USA,South Africa,1,0,Copa America,1
2021-05-29,Wales,Ghana,0,0,AFC Asian Cup,0
2021-05-29,Portugal,Morocco,2,0,World Cup Qualification,1
2021-05-29,Panama,Netherlands,0,0,UEFA Euro,0
2021-05-29,Algeria,Senegal,0,0,Nations League,0
2021-06-16,Colombia,Cameroon,0,2,World Cup Qualification,1
2021-06-16,Colombia,Argentina,1,3,Africa Cup of Nations,0
2021-06-16,Poland,Chile,2,4,Copa America,1
2021-06-16,Morocco,Egypt,1,1,UEFA Euro,1
2021-06-16,Peru,USA,2,3,Africa Cup of Nations,0
2021-06-16,Switzerland,Qatar,3,0,Africa Cup of Nations,1
2021-06-16,Peru,Panama,2,3,Africa Cup of Nations,1
2021-06-16,Uruguay,Turkey,2,0,UEFA Euro,1
2021-06-16,South Korea,Uruguay,1,3,AFC Asian Cup,0
2021-06-16,South Korea,Sweden,3,0,Nations League,0
2021-07-05,Denmark,New Zealand,1,0,Copa America,0
2021-07-05,Sweden,Wales,0,0,World Cup Qualification,1
2021-07-05,Algeria,France,2,2,Africa Cup of Nations,0
2021-07-05,Portugal,Belgium,0,0,World Cup Qualification,0
2021-07-05,Netherlands,Argentina,1,5,UEFA Euro,0
2021-07-05,Brazil,Colombia,3,0,AFC Asian Cup,0
2021-07-05,Costa Rica,USA,3,2,Nations League,1
2021-07-05,Wales,Iraq,1,0,World Cup Qualification,0
2021-07-05,New Zealand,Chile,0,1,Friendly,1
2021-07-05,Sweden,Croatia,0,3,World Cup Qualification,1
2021-07-05,Ukraine,Qatar,0,0,AFC Asian Cup,0
2021-07-05,Saudi Arabia,Japan,1,2,Copa America,1
2021-07-05,Croatia,Belgium,3,3,World Cup Qualification,0
2021-07-05,Portugal,Mexico,0,0,World Cup Qualification,0
2021-07-05,Switzerland,Egypt,0,0,UEFA Euro,0
2021-07-05,Ecuador,Peru,4,0,Friendly,0
2021-07-05,Saudi Arabia,Iran,0,0,UEFA Euro,0
2021-07-05,Panama,Mexico,3,2,Copa America,1
2021-07-05,Portugal,Iraq,2,2,Africa Cup of Nations,1
2021-07-05,Egypt,Uzbekistan,2,2,Africa Cup of Nations,1
2021-07-20,Denmark,South Africa,2,0,Friendly,1
2021-07-20,Algeria,Mexico,0,0,AFC Asian Cup,0
2021-07-20,Italy,Portugal,3,1,Nations League,0
2021-07-20,Saudi Arabia,Ghana,0,1,Africa Cup of Nations,1
2021-07-20,Morocco,Iran,2,1,UEFA Euro,1
2021-07-20,Canada,Saudi Arabia,1,0,AFC Asian Cup,1
2021-07-20,South Africa,Iran,2,2,Friendly,0
2021-07-20,Colombia,Brazil,1,1,Africa Cup of Nations,0
2021-07-20,Iraq,England,0,1,AFC Asian Cup,0
2021-07-20,Cameroon,Turkey,3,0,Nations League,0
2021-07-20,Austria,Chile,0,2,Nations League,1
2021-07-20,Ghana,New Zealand,2,0,Africa Cup of Nations,0
2021-07-20,Cameroon,Costa Rica,3,0,Copa America,1
2021-07-20,Spain,Australia,0,0,Copa America,1
2021-07-20,Italy,Brazil,0,2,World Cup Qualification,0
2021-07-20,Saudi Arabia,Netherlands,0,0,World Cup Qualification,0
2021-07-20,Costa Rica,Senegal,3,2,Friendly,0
2021-07-20,Egypt,Germany,0,1,Nations League,0
2021-07-30,New Zealand,Croatia,0,0,World Cup Qualification,1
2021-07-30,Iran,Turkey,0,3,Nations League,1
2021-07-30,Iran,Germany,0,1,AFC Asian Cup,0
2021-07-30,South Korea,Belgium,1,0,Friendly,1
2021-07-30,Algeria,Chile,1,1,Nations League,1
2021-07-30,Austria,Saudi Arabia,2,0,Friendly,0
2021-07-30,USA,Qatar,0,0,Africa Cup of Nations,1
2021-07-30,USA,France,4,0,World Cup Qualification,1
2021-07-30,Uzbekistan,Italy,0,2,UEFA Euro,0
2021-07-30,Switzerland,Panama,1,0,Africa Cup of Nations,0
2021-07-30,Austria,Costa Rica,3,3,UEFA Euro,0
2021-07-30,Belgium,Portugal,0,0,Friendly,1
2021-07-30,Ghana,Argentina,4,1,UEFA Euro,1
2021-07-30,Italy,France,2,0,Nations League,1
2021-07-30,South Korea,USA,0,1,Africa Cup of Nations,0
2021-07-30,Iraq,South Korea,1,1,UEFA Euro,0
2021-07-30,Algeria,Belgium,2,0,UEFA Euro,1
2021-07-30,Switzerland,South Korea,2,0,AFC Asian Cup,1
2021-07-30,Algeria,Uruguay,2,0,World Cup Qualification,0
2021-07-30,Ecuador,Italy,2,0,Africa Cup of Nations,0
2021-07-30,Brazil,USA,0,0,AFC Asian Cup,1
2021-08-15,Portugal,Saudi Arabia,0,0,Africa Cup of Nations,1
2021-08-15,South Africa,Peru,1,1,UEFA Euro,0
2021-08-15,Ukraine,Peru,0,0,Nations League,1
2021-08-15,Turkey,Saudi Arabia,1,0,World Cup Qualification,1
2021-08-15,Wales,Cameroon,0,2,UEFA Euro,1
2021-08-15,Turkey,Denmark,1,0,AFC Asian Cup,1
2021-08-15,Brazil,Ecuador,2,5,Copa America,0
2021-08-15,England,Portugal,0,0,Copa America,0
2021-08-15,Jamaica,South Korea,0,0,AFC Asian Cup,0
2021-08-15,Denmark,Tunisia,0,1,Nations League,1
2021-08-15,France,Egypt,2,0,Africa Cup of Nations,0
2021-08-15,Saudi Arabia,Jamaica,1,1,Africa Cup of Nations,1
2021-08-15,Poland,South Africa,1,4,Nations League,1
2021-08-15,Japan,Australia,0,2,AFC Asian Cup,1
2021-08-15,Iraq,Mexico,0,2,Africa Cup of Nations,0
2021-08-15,Algeria,Portugal,0,5,Copa America,1
2021-08-15,Ecuador,Morocco,0,0,Friendly,0
2021-08-15,Mexico,South Africa,1,0,AFC Asian Cup,0
2021-08-15,South Africa,Portugal,0,0,Copa America,1
2021-08-15,England,Belgium,0,2,Nations League,1
2021-08-15,Australia,Germany,0,0,Nations League,1
2021-08-29,South Africa,USA,1,0,World Cup Qualification,1
2021-08-29,Argentina,Uzbekistan,3,0,AFC Asian Cup,0
2021-08-29,France,South Korea,0,1,Africa Cup of Nations,1
2021-08-29,Senegal,Austria,0,0,UEFA Euro,0
2021-08-29,Mexico,Australia,0,0,Friendly,1
2021-08-29,Germany,Japan,3,0,Africa Cup of Nations,1
2021-08-29,Ecuador,Sweden,1,0,Friendly,1
2021-08-29,Panama,Sweden,0,1,AFC Asian Cup,1
2021-08-29,Poland,Ukraine,1,0,Nations League,0
2021-08-29,France,Ghana,3,0,Copa America,0
2021-08-29,Portugal,Uzbekistan,1,1,Copa America,0
2021-08-29,Ecuador,Netherlands,2,1,Copa America,1
2021-08-29,Switzerland,Croatia,1,2,Friendly,0
2021-08-29,Uruguay,Spain,2,2,Friendly,0
2021-08-29,Australia,Canada,2,1,Nations League,0
2021-08-29,Sweden,Iran,0,0,Friendly,1
2021-08-29,Argentina,France,2,0,UEFA Euro,0
2021-08-29,Egypt,South Korea,0,0,World Cup Qualification,0
2021-08-29,Panama,Iraq,1,3,World Cup Qualification,1
2021-08-29,Colombia,Italy,0,0,UEFA Euro,1
2021-08-29,Algeria,Australia,1,2,Copa America,1
2021-08-29,Iran,Belgium,0,1,Africa Cup of Nations,1
2021-09-20,Wales,Saudi Arabia,0,0,Friendly,0
2021-09-20,Nigeria,Jamaica,3,0,UEFA Euro,1
2021-09-20,Iran,New Zealand,1,0,UEFA Euro,0
2021-09-20,Uzbekistan,France,0,1,Copa America,1
2021-09-20,Germany,Wales,3,2,Nations League,0
2021-09-20,Morocco,Iran,0,0,World Cup Qualification,1
2021-09-20,Turkey,Colombia,0,1,Nations League,0
2021-09-20,Panama,Saudi Arabia,2,0,UEFA Euro,1
2021-09-20,Peru,Cameroon,2,0,Africa Cup of Nations,1
2021-09-20,Nigeria,Spain,0,0,Copa America,1
2021-09-20,Jamaica,Ghana,0,0,AFC Asian Cup,0
2021-09-20,Austria,Qatar,0,0,Nations League,0
2021-09-20,Senegal,England,1,4,Copa America,0
2021-09-20,Morocco,Iran,0,4,World Cup Qualification,0
2021-10-10,Cameroon,Uzbekistan,0,0,Nations League,1
2021-10-10,Sweden,Egypt,1,0,Africa Cup of Nations,1
2021-10-10,Austria,Belgium,2,0,AFC Asian Cup,1
2021-10-10,Sweden,Colombia,2,0,Nations League,0
2021-10-10,Iraq,Colombia,4,3,Copa America,1
2021-10-10,Ukraine,Morocco,1,0,Nations League,0
2021-10-10,Switzerland,Cameroon,0,0,AFC Asian Cup,0
2021-10-10,Poland,Ukraine,2,0,AFC Asian Cup,0
2021-10-10,Wales,Iran,0,0,Africa Cup of Nations,0
2021-10-10,Italy,Spain,4,0,Copa America,1
2021-10-10,Uruguay,Austria,3,5,World Cup Qualification,1
2021-10-10,Australia,Belgium,0,0,UEFA Euro,0
2021-10-10,Sweden,Senegal,1,3,World Cup Qualification,1
2021-10-10,Spain,Canada,3,1,AFC Asian Cup,1
2021-10-28,Ghana,England,2,0,UEFA Euro,0
2021-10-28,England,Jamaica,1,0,Friendly,1
